"targetID","Indication"
"T63803","Retinopathy [ICD-11: 9B71] Phase 2"
"T63803","Angina pectoris [ICD-11: BA40] Discontinued in Phase 1/2"
"T63803","Chronic arterial occlusive disease [ICD-11: BD4Z] Discontinued in Phase 1/2"
"T63816","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"T63934","Hepatitis virus infection [ICD-11: 1E50-1E51] Approved"
"T63934","Mature B-cell leukaemia [ICD-11: 2A82] Approved"
"T63934","Melanoma [ICD-11: 2C30] Approved"
"T63934","Myeloproliferative neoplasm [ICD-11: 2A20] Phase 3"
"T63934","Thrombocytosis [ICD-11: 3B63] Phase 3"
"T63934","Virus infection [ICD-11: 1A24-1D9Z] Phase 3"
"T63934","Bladder cancer [ICD-11: 2C94] Phase 2"
"T63934","Colorectal cancer [ICD-11: 2B91] Phase 2"
"T63934","Basal cell carcinoma [ICD-11: 2C32] Phase 1"
"T63934","Peritoneal cancer [ICD-11: 2C51] Phase 1"
"T63966","Renal cell carcinoma [ICD-11: 2C90] Approved"
"T63966","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 3"
"T63966","Stomach cancer [ICD-11: 2B72] Phase 3"
"T63966","Arterial occlusive disease [ICD-11: BD40] Phase 2"
"T63966","Bladder cancer [ICD-11: 2C94] Phase 2"
"T63966","Macular degeneration [ICD-11: 9B75] Phase 2"
"T63966","Pancreatic cancer [ICD-11: 2C10] Phase 2"
"T63966","Retinopathy [ICD-11: 9B71] Phase 2"
"T63966","Colorectal cancer [ICD-11: 2B91] Phase 1/2"
"T63966","Chronic arterial occlusive disease [ICD-11: BD4Z] Phase 1"
"T63966","Diabetic foot ulcer [ICD-11: BD54] Discontinued in Phase 2"
"T63967","Corneal disease [ICD-11: 9A76-9A78] Approved"
"T63967","Nicotine use disorder [ICD-11: 6C4A] Approved"
"T63967","Alzheimer disease [ICD-11: 8A20] Phase 2"
"T63967","Attention deficit hyperactivity disorder [ICD-11: 6A05] Phase 2"
"T63967","Digestive system disease [ICD-11: DE2Z] Phase 2"
"T63967","Irritable bowel syndrome [ICD-11: DD91] Phase 2"
"T63967","Depression [ICD-11: 6A70-6A7Z] Phase 1"
"T63967","Mood disorder [ICD-11: 6A60-6E23] Phase 1"
"T63967","Anxiety disorder [ICD-11: 6B00-6B0Z] Discontinued in Phase 2"
"T63967","Dementia [ICD-11: 6D80-6D8Z] Discontinued in Phase 2"
"T63967","Pain [ICD-11: MG30-MG3Z] Discontinued in Phase 2"
"T63967","Schizophrenia [ICD-11: 6A20] Discontinued in Phase 2"
"T63967","Parkinsonism [ICD-11: 8A00] Terminated"
"T63986","Liver cancer [ICD-11: 2C12] Phase 1"
"T63986","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 1"
"T64074","Muscular atrophy [ICD-11: 8B61] Phase 1"
"T64205","Skin and skin-structure infection [ICD-11: 1F28-1G0Z] Discontinued in Phase 2"
"T64213","Acute myeloid leukaemia [ICD-11: 2A60] Phase 2"
"T64213","Heart failure [ICD-11: BD10-BD1Z] Phase 2"
"T64213","Hodgkin lymphoma [ICD-11: 2B30] Phase 2"
"T64242","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 1"
"T64258","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"T64376","Liver cancer [ICD-11: 2C12] Phase 3"
"T64376","Multiple myeloma [ICD-11: 2A83] Phase 3"
"T64376","Skin sensation disturbance [ICD-11: ME65] Phase 3"
"T64376","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 3"
"T64382","Anxiety disorder [ICD-11: 6B00-6B0Z] Approved"
"T64382","Ascariasis [ICD-11: 1F62] Approved"
"T64382","Bipolar disorder [ICD-11: 6A60] Approved"
"T64382","Depression [ICD-11: 6A70-6A7Z] approved"
"T64382","Enterobiasis [ICD-11: 1F65] Approved"
"T64382","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Approved"
"T64382","Mental/behavioural/neurodevelopmental disorder [ICD-11: 6E20-6E8Z] approved"
"T64382","Onchocerciasis [ICD-11: 1F6A] Approved"
"T64382","Status epilepticus [ICD-11: 8A66] approved"
"T64382","Tonus and reflex abnormality [ICD-11: MB47] Approved"
"T64382","Tremor-related disorder [ICD-11: 8A04] approved"
"T64382","Obesity [ICD-11: 5B80-5B81] Phase 3"
"T64382","Indeterminate colitis [ICD-11: DD72] Phase 2"
"T64382","Irritable bowel syndrome [ICD-11: DD91] Phase 2"
"T64382","Metabolism inborn error [ICD-11: 5C50] Phase 2"
"T64382","Schizophrenia [ICD-11: 6A20] Phase 2"
"T64382","Female pelvic pain [ICD-11: GA34] Discontinued in Phase 3"
"T64382","Substance abuse [ICD-11: 6C40] Terminated"
"T64382","Postoperative inflammation [ICD-11: 1A00-CA43] Investigative"
"T64410","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"T64410","Gram-positive bacterial infection [ICD-11: 1B74-1F40] Phase 3"
"T64410","Skin and skin-structure infection [ICD-11: 1F28-1G0Z] Phase 3"
"T64526","Depression [ICD-11: 6A70-6A7Z] Phase 2"
"T64526","Staphylococcal/streptococcal disease [ICD-11: 1B5Y] Phase 2"
"T64567","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 3"
"T64567","Breast cancer [ICD-11: 2C60-2C6Y] Phase 2"
"T64567","Lymphoma [ICD-11: 2A80-2A86] Phase 2"
"T64567","Renal cell carcinoma [ICD-11: 2C90] Phase 2"
"T64591","Chronic pain [ICD-11: MG30] Approved"
"T64591","Corneal disease [ICD-11: 9A76-9A78] Approved"
"T64591","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Approved"
"T64591","Irritable bowel syndrome [ICD-11: DD91] Approved"
"T64591","Nausea/vomiting [ICD-11: MD90] Approved"
"T64591","Gastro-oesophageal reflux disease [ICD-11: DA22] Discontinued in Phase 2"
"T64591","Schizophrenia [ICD-11: 6A20] Terminated"
"T64645","Lysosomal disease [ICD-11: 5C56] Phase 2/3"
"T64682","Prostate cancer [ICD-11: 2C82] Investigative"
"T64721","Liver cancer [ICD-11: 2C12] Phase 2"
"T64721","Ovarian cancer [ICD-11: 2C73] Phase 2"
"T64721","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T64765","Schizophrenia [ICD-11: 6A20] Approved"
"T64765","Somnolence [ICD-11: MG42] Approved"
"T64765","Mild neurocognitive disorder [ICD-11: 6D71] Phase 3"
"T64765","Alzheimer disease [ICD-11: 8A20] Phase 2"
"T64765","Attention deficit hyperactivity disorder [ICD-11: 6A05] Phase 2"
"T64765","Chronic pain [ICD-11: MG30] Phase 2"
"T64765","Dementia [ICD-11: 6D80-6D8Z] Phase 2"
"T64765","Narcolepsy [ICD-11: 7A20] Phase 2"
"T64765","Neuropathy [ICD-11: 8C0Z] Phase 2"
"T64765","Substance abuse [ICD-11: 6C40] Phase 2"
"T64765","Sleep-wake disorder [ICD-11: 7A00-7B2Z] Phase 1"
"T64765","Vasomotor/allergic rhinitis [ICD-11: CA08] Phase 1"
"T64765","Insulin-resistance syndrome [ICD-11: 5A44] Clinical trial"
"T64765","Central nervous system disease [ICD-11: 8A04-8D87] Patented"
"T64765","Eexposure to noxious substances harmful effect [ICD-11: NE61] Patented"
"T64765","General pain disorder [ICD-11: 8E43] Patented"
"T64765","Parkinsonism [ICD-11: 8A00] Patented"
"T64765","Pain [ICD-11: MG30-MG3Z] Discontinued in Phase 2"
"T64765","Anxiety disorder [ICD-11: 6B00-6B0Z] Terminated"
"T64765","Binge eating disorder [ICD-11: 6B82] Terminated"
"T64765","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Terminated"
"T64765","Dissociative neurological symptom disorder [ICD-11: 6B60] Investigative"
"T64765","Metabolic disorder [ICD-11: 5C50-5D2Z] Investigative"
"T64765","Obesity [ICD-11: 5B80-5B81] Investigative"
"T64774","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"T64795","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Approved"
"T64795","Hypertension [ICD-11: BA00-BA04] Approved"
"T64795","Multiple structural anomalies syndrome [ICD-11: LD2F] Approved"
"T64795","Pancreatic cancer [ICD-11: 2C10] Approved"
"T64795","Schizophrenia [ICD-11: 6A20] Approved"
"T64795","Insomnia [ICD-11: 7A00-7A0Z] Phase 2"
"T64795","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"T64830","Cushing syndrome [ICD-11: 5A70] Approved"
"T64830","Alzheimer disease [ICD-11: 8A20] Terminated"
"T64830","Stomach cancer [ICD-11: 2B72] Investigative"
"T64969","Brain cancer [ICD-11: 2A00] Phase 1/2"
"T64969","Liver cancer [ICD-11: 2C12] Phase 1/2"
"T64969","Lung cancer [ICD-11: 2C25] Phase 1/2"
"T64969","Pancreatic cancer [ICD-11: 2C10] Phase 1"
"T64977","Psoriasis [ICD-11: EA90] Preclinical"
"T64987","Nasopharyngeal cancer [ICD-11: 2B6B] Phase 1/2"
"T64987","Lymphoma [ICD-11: 2A80-2A86] Phase 1"
"T65019","Hepatic fibrosis/cirrhosis [ICD-11: DB93] Phase 3"
"T65019","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2a"
"T65019","Corneal disease [ICD-11: 9A76-9A78] Discontinued in Phase 2"
"T65054","Vaginitis [ICD-11: GA02] Phase 2"
"T65074","Heart failure [ICD-11: BD10-BD1Z] Phase 1"
"T65116","Pancreatic cancer [ICD-11: 2C10] Phase 1"
"T65116","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T65197","Anemia [ICD-11: 3A00-3A9Z] Approved"
"T65197","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"T65197","Transplant rejection [ICD-11: NE84] Approved"
"T65197","Depression [ICD-11: 6A70-6A7Z] Phase 2"
"T65197","General pain disorder [ICD-11: 8E43] Phase 2"
"T65197","Neuropathy [ICD-11: 8C0Z] Phase 2"
"T65197","Retinopathy [ICD-11: 9B71] Phase 2"
"T65197","Sarcoidosis [ICD-11: 4B20] Phase 2"
"T65198","Heart failure [ICD-11: BD10-BD1Z] Phase 3"
"T65200","Influenza [ICD-11: 1E30-1E32] Phase 3"
"T65200","Lupus erythematosus [ICD-11: 4A40] Phase 3"
"T65200","Myasthenia gravis [ICD-11: 8C6Y] Phase 3"
"T65200","Type 2 diabetes mellitus [ICD-11: 5A11] Phase 3"
"T65200","Acute diabete complication [ICD-11: 5A2Y] Phase 2a"
"T65200","Alzheimer disease [ICD-11: 8A20] Phase 2"
"T65200","Glaucoma [ICD-11: 9C61] Phase 2"
"T65200","Hyper-lipoproteinaemia [ICD-11: 5C80] Phase 2"
"T65200","Metabolic disorder [ICD-11: 5C50-5D2Z] Phase 2"
"T65200","Inborn lipid metabolism error [ICD-11: 5C52] Phase 1"
"T65200","Obesity [ICD-11: 5B80-5B81] Phase 1"
"T65236","Contraceptive management [ICD-11: QA21] Approved"
"T65236","Lymphoma [ICD-11: 2A80-2A86] Phase 1/2"
"T65236","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"T65291","Substance abuse [ICD-11: 6C40] Approved"
"T65291","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Discontinued in Phase 2"
"T65414","Coronavirus infection [ICD-11: 1D92] Approved"
"T65414","Human immunodeficiency virus disease [ICD-11: 1C60-1C62] Approved"
"T65429","Gastrointestinal stromal tumour [ICD-11: 2B5B] Phase 1"
"T65501","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 3"
"T65570","Eexposure to noxious substances harmful effect [ICD-11: NE61] Approved"
"T65667","Rheumatoid arthritis [ICD-11: FA20] Phase 1"
"T65731","Type 2 diabetes mellitus [ICD-11: 5A11] Phase 1"
"T65755","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Approved"
"T65755","Muscular atrophy [ICD-11: 8B61] Approved"
"T65755","Substance abuse [ICD-11: 6C40] Approved"
"T65755","Lung cancer [ICD-11: 2C25] Registered"
"T65755","Melanoma [ICD-11: 2C30] Registered"
"T65755","Neuroendocrine carcinoma [ICD-11: 2C34] Registered"
"T65755","Renal cell carcinoma [ICD-11: 2C90] Registered"
"T65755","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Registered"
"T65755","Acute myeloid leukaemia [ICD-11: 2A60] Phase 3"
"T65755","Breast cancer [ICD-11: 2C60-2C6Y] Phase 3"
"T65755","Colorectal cancer [ICD-11: 2B91] Phase 3"
"T65755","Diffuse large B-cell lymphoma [ICD-11: 2A81] Phase 3"
"T65755","Follicular lymphoma [ICD-11: 2A80] Phase 3"
"T65755","Gynecologic cancer [ICD-11: 2F33-2F76] Phase 3"
"T65755","Leukaemia [ICD-11: 2A60-2B33] Phase 3"
"T65755","Mature T-cell lymphoma [ICD-11: 2A90] Phase 3"
"T65755","Mood disorder [ICD-11: 6A60-6E23] Phase 3"
"T65755","Multiple myeloma [ICD-11: 2A83] Phase 3"
"T65755","Muscular dystrophy [ICD-11: 8C70] Phase 3"
"T65755","Myelodysplastic syndrome [ICD-11: 2A37] Phase 3"
"T65755","Myeloproliferative neoplasm [ICD-11: 2A20] Phase 3"
"T65755","Ovarian cancer [ICD-11: 2C73] Phase 3"
"T65755","Thrombocytosis [ICD-11: 3B63] Phase 3"
"T65755","Basal cell carcinoma [ICD-11: 2C32] Phase 2"
"T65755","Diabetes mellitus [ICD-11: 5A10] Phase 2"
"T65755","Human immunodeficiency virus disease [ICD-11: 1C60-1C62] Phase 2"
"T65755","Keratosis pilaris [ICD-11: ED56] Phase 2"
"T65755","Lymphoma [ICD-11: 2A80-2A86] Phase 2"
"T65755","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 2"
"T65755","Mycosis fungoides [ICD-11: 2B01] Phase 2"
"T65755","Adrenal cancer [ICD-11: 2D11] Phase 1/2"
"T65755","BCR-ABL1-negative chronic myeloid leukaemia [ICD-11: 2A41] Phase 1/2"
"T65755","Acute upper respiratory infection [ICD-11: CA07] Phase 1"
"T65755","Rheumatoid arthritis [ICD-11: FA20] Phase 1"
"T65783","Heart failure [ICD-11: BD10-BD1Z] Phase 1"
"T65864","Chronic obstructive pulmonary disease [ICD-11: CA22] Phase 4"
"T65864","Vitamin deficiency [ICD-11: 5B55-5B5F] Phase 4"
"T65864","Myocardial infarction [ICD-11: BA41-BA43] Phase 3"
"T65864","Coronary atherosclerosis [ICD-11: BA80] Phase 2a"
"T65864","Postoperative inflammation [ICD-11: 1A00-CA43] Phase 2a"
"T65864","Rheumatoid arthritis [ICD-11: FA20] Phase 2a"
"T65864","Alzheimer disease [ICD-11: 8A20] Phase 2"
"T65864","Intrathoracic organs injury [ICD-11: NB32] Phase 2"
"T65864","Psoriasis [ICD-11: EA90] Discontinued in Phase 1"
"T65864","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Terminated"
"T65864","Pain [ICD-11: MG30-MG3Z] Investigative"
"T65864","Retinopathy [ICD-11: 9B71] Investigative"
"T65868","Lung cancer [ICD-11: 2C25] Approved"
"T65868","Mineral excesses [ICD-11: 5B91] Approved"
"T65868","Ovarian cancer [ICD-11: 2C73] Approved"
"T65868","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"T65868","Testicular cancer [ICD-11: 2C80] Approved"
"T65879","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"T65883","Esophageal cancer [ICD-11: 2B70] Phase 3"
"T65883","Oesophagogastric junction cancer [ICD-11: 2B71] Phase 3"
"T65883","Pancreatic cancer [ICD-11: 2C10] Phase 3"
"T65883","Stomach cancer [ICD-11: 2B72] Phase 3"
"T65883","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T65883","Adenocarcinoma [ICD-11: 2D40] Clinical trial"
"T65889","Pain [ICD-11: MG30-MG3Z] Phase 2a"
"T65889","Renal cell carcinoma [ICD-11: 2C90] Phase 2a"
"T65889","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T65941","Alopecia [ICD-11: ED70] Phase 2"
"T65941","Alpha-1-antitrypsin deficiency [ICD-11: 5C5A] Phase 2"
"T65978","Glanders [ICD-11: 1B92] Preclinical"
"T66011","Haemolytic anemia [ICD-11: 3A20-3A2Z] Phase 3"
"T66011","Urinary system clinical sympton [ICD-11: MF8Y] Phase 3"
"T66011","Coronary atherosclerosis [ICD-11: BA80] Discontinued in Phase 1"
"T66011","Asthma [ICD-11: CA23] Investigative"
"T66011","Macular degeneration [ICD-11: 9B75] Investigative"
"T66023","Schistosomiasis [ICD-11: 1F86] Approved"
"T66030","Breast cancer [ICD-11: 2C60-2C6Y] Approved"
"T66040","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"T66093","Hepatitis virus infection [ICD-11: 1E50-1E51] Phase 2"
"T66120","Idiopathic inflammatory myopathy [ICD-11: 4A41] Phase 3"
"T66120","Muscle disorder [ICD-11: FB32-FB3Z] Phase 3"
"T66161","Alzheimer disease [ICD-11: 8A20] Phase 2"
"T66237","Acute diabete complication [ICD-11: 5A2Y] Approved"
"T66237","Autism spectrum disorder [ICD-11: 6A02] Approved"
"T66237","Childbirth associated breast/lactation disorder [ICD-11: JB46] Approved"
"T66237","Enuresis [ICD-11: 6C00] Approved"
"T66237","Heart failure [ICD-11: BD10-BD1Z] Approved"
"T66237","Hypo-osmolality/hyponatraemia [ICD-11: 5C72] Approved"
"T66237","Pituitary gland disorder [ICD-11: 5A60-5A61] Approved"
"T66237","Polyuria [ICD-11: MF55] Approved"
"T66237","Skin and skin-structure infection [ICD-11: 1F28-1G0Z] Phase 3"
"T66237","Anxiety disorder [ICD-11: 6B00-6B0Z] Phase 2"
"T66237","Depression [ICD-11: 6A70-6A7Z] Phase 2"
"T66237","Abnormal micturition [ICD-11: MF50] Discontinued in Phase 1"
"T66237","Female pelvic pain [ICD-11: GA34] Terminated"
"T66252","Neutropenia [ICD-11: 4B00] Phase 3"
"T66252","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 3"
"T66266","Leukaemia [ICD-11: 2A60-2B33] Phase 1"
"T66266","Lymphoma [ICD-11: 2A80-2A86] Phase 1"
"T66266","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 1"
"T66266","Mycosis fungoides [ICD-11: 2B01] Phase 1"
"T66350","Fungal infection [ICD-11: 1F29-1F2F] Approved"
"T66383","Retinopathy [ICD-11: 9B71] Phase 3"
"T66383","Acute disease anaemia [ICD-11: 3A90] Phase 2"
"T66383","Amyloidosis [ICD-11: 5D00] Phase 2"
"T66383","Macular degeneration [ICD-11: 9B75] Phase 1/2"
"T66383","Diabetes mellitus [ICD-11: 5A10] Investigative"
"T66426","Heart failure [ICD-11: BD10-BD1Z] Phase 2"
"T66426","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
"T66426","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"T66505","Basal cell carcinoma [ICD-11: 2C32] Approved"
"T66505","Brain cancer [ICD-11: 2A00] Approved"
"T66505","Chronic myelomonocytic leukaemia [ICD-11: 2A40] Approved"
"T66505","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"T66505","Skin cancer [ICD-11: 2C30-2C37] Phase 2"
"T66505","Ovarian cancer [ICD-11: 2C73] Phase 1/2"
"T66514","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T66538","Asthma [ICD-11: CA23] Phase 2"
"T66540","Visual system disease [ICD-11: 9E1Z] Phase 3"
"T66665","Alzheimer disease [ICD-11: 8A20] Approved"
"T66665","Chronic pain [ICD-11: MG30] Approved"
"T66665","Endometriosis [ICD-11: GA10] Approved"
"T66665","Female pelvic pain [ICD-11: GA34] Approved"
"T66665","Hyper-lipoproteinaemia [ICD-11: 5C80] Approved"
"T66665","Indeterminate colitis [ICD-11: DD72] Approved"
"T66665","Knee osteoarthritis [ICD-11: FA01] Approved"
"T66665","Migraine [ICD-11: 8A80] Approved"
"T66665","Osteoarthritis [ICD-11: FA00-FA05] Approved"
"T66665","Pain [ICD-11: MG30-MG3Z] Approved"
"T66665","Rheumatoid arthritis [ICD-11: FA20] Approved"
"T66665","Tuberculosis [ICD-11: 1B10-1B12] Approved"
"T66665","Shoulder lesion [ICD-11: FB53] Preregistration"
"T66665","Soft tissue disorder [ICD-11: FB56] Preregistration"
"T66665","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 3"
"T66665","Asthma [ICD-11: CA23] Phase 2/3"
"T66665","Gout [ICD-11: FA25] Withdrawn from market"
"T66665","General pain disorder [ICD-11: 8E43] Discontinued in Phase 3"
"T66665","Lupus erythematosus [ICD-11: 4A40] Discontinued in Phase 3"
"T66665","Postoperative inflammation [ICD-11: 1A00-CA43] Discontinued in Phase 3"
"T66665","Large intestine polyp [ICD-11: DB35] Discontinued in Phase 2"
"T66665","Lung cancer [ICD-11: 2C25] Discontinued in Phase 2"
"T66665","Pancreatic cancer [ICD-11: 2C10] Discontinued in Phase 2"
"T66665","Type 2 diabetes mellitus [ICD-11: 5A11] Discontinued in Phase 2"
"T66665","Colorectal cancer [ICD-11: 2B91] Terminated"
"T66665","Fever [ICD-11: MG26] Terminated"
"T66665","Malignant haematopoietic neoplasm [ICD-11: 2B33] Terminated"
"T66693","Multiple myeloma [ICD-11: 2A83] Approved"
"T66693","Follicular lymphoma [ICD-11: 2A80] Phase 1/2"
"T66693","Leukaemia [ICD-11: 2A60-2B33] Phase 1/2"
"T66693","Lymphoma [ICD-11: 2A80-2A86] Phase 1/2"
"T66693","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 1/2"
"T66693","Mature B-cell leukaemia [ICD-11: 2A82] Phase 1/2"
"T66693","Mature B-cell lymphoma [ICD-11: 2A85] Phase 1/2"
"T66693","Prostate cancer [ICD-11: 2C82] Phase 1"
"T66903","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T67022","Cardiovascular disease [ICD-11: BA00-BE2Z] Phase 2"
"T67022","Hepatic fibrosis/cirrhosis [ICD-11: DB93] Preclinical"
"T67022","Idiopathic interstitial pneumonitis [ICD-11: CB03] Preclinical"
"T67022","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Terminated"
"T67022","Mature T-cell lymphoma [ICD-11: 2A90] Investigative"
"T67046","Fungal infection [ICD-11: 1F29-1F2F] Preclinical"
"T67054","Anxiety disorder [ICD-11: 6B00-6B0Z] Terminated"
"T67054","Depression [ICD-11: 6A70-6A7Z] Terminated"
"T67054","Migraine [ICD-11: 8A80] Terminated"
"T67058","Depression [ICD-11: 6A70-6A7Z] Phase 2"
"T67058","Staphylococcal/streptococcal disease [ICD-11: 1B5Y] Phase 2"
"T67063","Sexual dysfunction [ICD-11: HA00-HA01] Phase 2"
"T67063","Asthma [ICD-11: CA23] Terminated"
"T67063","Cerebral ischaemia [ICD-11: 8B1Z] Terminated"
"T67079","Asthma [ICD-11: CA23] Phase 2"
"T67079","Mature T-cell lymphoma [ICD-11: 2A90] Phase 2"
"T67079","Mycosis fungoides [ICD-11: 2B01] Phase 2"
"T67084","Acute diabete complication [ICD-11: 5A2Y] Discontinued in Phase 2"
"T67089","Coagulation defect [ICD-11: 3B10] Phase 3"
"T67102","Multiple sclerosis [ICD-11: 8A40] Clinical trial"
"T67102","Hypertension [ICD-11: BA00-BA04] Terminated"
"T67103","Colorectal cancer [ICD-11: 2B91] Phase 2"
"T67103","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T67162","Allergic/hypersensitivity disorder [ICD-11: 4A80-4A8Z] Approved"
"T67162","Alzheimer disease [ICD-11: 8A20] Approved"
"T67162","Asthma [ICD-11: CA23] Approved"
"T67162","Attention deficit hyperactivity disorder [ICD-11: 6A05] Approved"
"T67162","Bipolar disorder [ICD-11: 6A60] Approved"
"T67162","Breathing abnormality [ICD-11: MD11] Approved"
"T67162","Cardiovascular disease [ICD-11: BA00-BE2Z] Approved"
"T67162","Cerebral ischaemia [ICD-11: 8B1Z] Approved"
"T67162","Depression [ICD-11: 6A70-6A7Z] Approved"
"T67162","Digestive system disease [ICD-11: DE2Z] Approved"
"T67162","Essential hypertension [ICD-11: BA00] Approved"
"T67162","Faecal incontinence [ICD-11: ME07] Approved"
"T67162","Fibrosis [ICD-11: GA14-GC01] Approved"
"T67162","Gangrene [ICD-11: MC85] Approved"
"T67162","General pain disorder [ICD-11: 8E43] Approved"
"T67162","Glaucoma [ICD-11: 9C61] Approved"
"T67162","Heart failure [ICD-11: BD10-BD1Z] Approved"
"T67162","Hyperaemia [ICD-11: 9A61-9B7Y] Approved"
"T67162","Hypertension [ICD-11: BA00-BA04] Approved"
"T67162","Hypotension [ICD-11: BA20-BA21] Approved"
"T67162","Inborn porphyrin/heme metabolism error [ICD-11: 5C58] Approved"
"T67162","Insomnia [ICD-11: 7A00-7A0Z] Approved"
"T67162","Itching [ICD-11: 1F28-1G07] Approved"
"T67162","Migraine [ICD-11: 8A80] Approved"
"T67162","Nausea/vomiting [ICD-11: MD90] Approved"
"T67162","Pain [ICD-11: MG30-MG3Z] Approved"
"T67162","Parkinsonism [ICD-11: 8A00] Approved"
"T67162","Pituitary gland disorder [ICD-11: 5A60-5A61] Approved"
"T67162","Postpartum haemorrhage [ICD-11: JA43] Approved"
"T67162","Psychotic disorder [ICD-11: 6A20-6A25] Approved"
"T67162","Pulmonary hypertension [ICD-11: BB01] Approved"
"T67162","Schizophrenia [ICD-11: 6A20] Approved"
"T67162","Sexual dysfunction [ICD-11: HA00-HA01] Approved"
"T67162","Substance abuse [ICD-11: 6C40] Approved"
"T67162","Thyrotoxicosis [ICD-11: 5A02] Approved"
"T67162","Type 2 diabetes mellitus [ICD-11: 5A11] Approved"
"T67162","Choreiform disorder [ICD-11: 8A01] Phase 3"
"T67162","Lung cancer [ICD-11: 2C25] Phase 3"
"T67162","Restless legs syndrome [ICD-11: 7A80] Phase 3"
"T67162","Intellectual development disorder [ICD-11: LD90] Phase 2/3"
"T67162","Brain cancer [ICD-11: 2A00] Phase 2"
"T67162","Carcinoid syndrome [ICD-11: 5B10] Phase 2"
"T67162","Chronic kidney disease [ICD-11: GB61] Phase 2"
"T67162","Endocrine gland neoplasm [ICD-11: 2F37] Phase 2"
"T67162","Endometrial cancer [ICD-11: 2C76] Phase 2"
"T67162","Gastroduodenal motor/secretory disorder [ICD-11: DA41] Phase 2"
"T67162","Idiopathic interstitial pneumonitis [ICD-11: CB03] Phase 2"
"T67162","Leukaemia [ICD-11: 2A60-2B33] Phase 2"
"T67162","Lymphoma [ICD-11: 2A80-2A86] Phase 2"
"T67162","Multiple myeloma [ICD-11: 2A83] Phase 2"
"T67162","Pancreatic cancer [ICD-11: 2C10] Phase 2"
"T67162","Psoriasis [ICD-11: EA90] Phase 2"
"T67162","Respiratory infection [ICD-11: CA07-CA4Z] Phase 2"
"T67162","Schizoaffective disorder [ICD-11: 6A21] Phase 2"
"T67162","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T67162","Stomach cancer [ICD-11: 2B72] Phase 2"
"T67162","Anxiety disorder [ICD-11: 6B00-6B0Z] Phase 1"
"T67162","Tonus and reflex abnormality [ICD-11: MB47] Patented"
"T67162","Breast cancer [ICD-11: 2C60-2C6Y] Withdrawn from market"
"T67162","Fatigue [ICD-11: MG22] Withdrawn from market"
"T67162","Bacterial infection [ICD-11: 1A00-1C4Z] Discontinued in Phase 3"
"T67162","Chronic obstructive pulmonary disease [ICD-11: CA22] Discontinued in Phase 3"
"T67162","Indeterminate colitis [ICD-11: DD72] Discontinued in Phase 2"
"T67162","Nicotine use disorder [ICD-11: 6C4A] Terminated"
"T67162","Postoperative inflammation [ICD-11: 1A00-CA43] Terminated"
